Genotype table stem mean_rank Seed Long_Stamens Short_Stamens Petal_Area Petal_Length Petal_Width Sepal_Area Sepal_Length Sepal_Width Leaf_Area Leaf_Length Leaf_Width j.semis j.transplantation j.fleur1 j.recolte j.death flowering_time life_span
6202 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 46.3336201158814 12.8969459897648 6.15293702041046 370 408 NA NA 503 NA 133
6203 1 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 40.8040552400925 13.4128990400238 5.85335527790317 370 408 NA NA 503 NA 133
6209 1 principal 15 NA NA NA NA NA NA NA NA NA 69.9308101765428 16.5645966206668 7.60763804553775 370 407 482 489 NA 112 NA
6214 1 principal 13 41.7991014029447 3.15294594565036 2.30981734605156 1.92033121793853 3.60027921238906 0.927090204526679 1.54589855107981 2.51721160970782 0.797805783694885 34.8415376160221 12.6257239584951 5.58749379349857 370 407 490 497 NA 120 NA
6216 2 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 58.1280704592397 16.4353018587442 7.51604367158188 370 408 NA NA 503 NA 133
6217 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 26.5456201158814 11.3859459897647 4.66093702041046 370 407 499 NA 503 129 133
6218 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 61.5936201158814 17.2279459897647 7.37293702041046 370 408 NA NA 503 NA 133
6220 2 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 65.9870704592397 17.0673018587442 7.92804367158188 370 408 507 NA 503 137 133
6221 1 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 45.7920552400925 13.2668990400238 6.76235527790317 370 407 505 NA 503 135 133
6231 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 43.7476201158814 15.0759459897647 6.22193702041046 370 407 NA NA 503 NA 133
6235 1 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 35.5630552400925 9.53089904002381 6.33035527790318 370 416 NA NA 503 NA 133
6237 1 principal 14 NA NA NA NA NA NA NA NA NA 53.4571738962825 13.6921602895809 7.05356591951816 370 419 489 496 NA 119 NA
6242 2 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 39.2990704592397 13.8913018587442 5.69904367158188 370 408 NA NA 503 NA 133
6244 1 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 27.0530552400925 11.6648990400238 5.02035527790317 370 407 NA NA 503 NA 133
6258 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 33.0606201158814 9.79094598976475 5.68593702041046 371 407 499 NA 503 128 132
6284 2 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 53.3030704592397 14.5073018587442 7.51804367158188 371 407 NA NA 503 NA 132
6390 2 principal 13 55.5719607609863 2.84336043519629 2.7856976159981 1.43511483168766 2.80124865698016 0.94939402243487 1.26259669119586 1.99822944518245 0.903529992427527 58.1465528351693 14.1801267772155 7.38918218717727 371 407 447 454 NA 76 NA
6396 1 principal 16 53.2622342836148 2.52694113904365 2.33890500518888 2.53714439732762 3.44475346154882 1.27820331070692 1.16994400839663 1.96207421033445 0.780296794184391 13.6474464568032 7.57303295175263 3.78471017155734 371 407 468 471 NA 97 NA
6413 1 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 54.2970552400925 13.8688990400238 7.68735527790317 370 408 NA NA 503 NA 133
6424 1 principal 13 57.7991014029447 2.36494594565036 1.90831734605156 1.98733121793853 3.12661254572239 1.07909020452668 1.04389855107981 2.04396160970782 0.695305783694885 49.5555376160221 13.7437239584951 7.18549379349857 371 407 443 448 NA 72 NA
6897 3 principal 12 59.0527953579045 2.74661005635053 2.51187702627437 2.75428027432992 3.76482174001377 1.39519023909139 0.989978269822334 1.68438283234203 0.823402559976579 18.3424662115507 7.54333457715015 4.57300340998626 370 407 485 493 NA 115 NA
6898 2 unknown 14.3417265892009 58.5302270581049 2.28381997009272 1.89994635325114 1.19621374991441 2.6409308541735 0.874574611201856 1.16587718992322 2.06199014357028 0.758227308641439 41.4420704592397 12.9603018587442 5.80304367158188 370 407 447 456 NA 77 NA
6904 3 secondary 2 55.3252121514747 2.87389054433334 2.75230163400508 2.71380673142873 3.74533917477504 1.47543422746724 1.28908361139034 2.05870418461391 0.85937333998878 36.9468258014142 9.58562003917783 6.52162354358839 370 408 455 468 NA 85 NA
6907 2 principal 12 63.4175831340963 2.74986203739852 2.32150172961899 1.87042710522463 2.90550724059357 1.21235632037479 1.13016487209026 1.8321085783069 0.778282988931025 26.2759165549089 9.17169044612965 4.77811006115768 371 407 463 469 NA 92 NA
6909 3 principal 11 NA NA NA NA NA NA NA NA NA 41.2498299312903 12.1438982460643 6.26593128396667 370 407 454 458 NA 84 NA
6911 3 both 12 37.137935235924 2.85836868504441 2.15060494360758 2.04094074443863 3.52627626694491 1.1180282642719 1.06082127483109 2.13042913716778 0.706412774131152 38.6081442709683 14.2275399772205 5.46228153130261 370 407 437 447 NA 67 NA
6913 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 64.1246201158814 13.6479459897648 8.06693702041046 371 408 496 NA 503 125 132
6915 3 principal 13 49.2071729847945 2.80060845414829 2.16507291265347 2.41513466745962 3.51231315640035 1.31514460781814 1.19116008892794 1.89075369921758 0.827899563473081 43.2431024918111 14.097770908236 6.08907553600585 370 407 461 465 NA 91 NA
6919 3 principal 13 64.2071729847945 2.55294178748162 2.23057291265347 2.82038466745962 3.27506315640035 1.51414460781814 1.23991008892794 1.97050369921758 0.831649563473081 36.3261024918111 9.52777090823601 6.16307553600585 370 408 461 465 NA 91 NA
6922 3 principal 13 47.2071729847945 2.59635845414829 1.80807291265347 0.944884667459619 2.61206315640035 0.704644607818137 0.94291008892794 1.80675369921758 0.711649563473081 28.3481024918111 10.637770908236 4.86207553600585 370 408 450 458 NA 80 NA
6923 2 principal 19 72.4982265223265 2.52001748864954 2.43087293427274 1.24774119046582 2.65644715529969 0.838370234795359 0.988187605829499 2.02445464643572 0.65526201340654 38.2323705167315 12.8187447637306 5.63561494329482 370 408 447 457 NA 77 NA
6929 2 principal 13 NA NA NA NA NA NA NA NA NA 57.3845528351693 15.1271267772155 6.50018218717727 370 408 448 458 NA 78 NA
6940 1 principal 12 53.6447237760547 2.78844754785259 2.25312145967245 1.76419349147551 3.00893779600247 1.0823525024666 1.7564667319742 2.31259074283227 0.988308780198383 12.7649013357617 7.55728762740921 3.82242166747898 370 408 472 483 NA 102 NA
6943 2 principal 12 65.4175831340963 1.27086203739853 1.18775172961899 0.527677105224629 1.91725724059357 0.556356320374788 0.802914872090256 1.7606085783069 0.620282988931025 NA NA NA 370 407 447 455 NA 77 NA
6944 2 principal 13 NA NA NA NA NA NA NA NA NA 47.0755528351693 13.2591267772155 6.85118218717727 370 408 447 457 NA 77 NA
6945 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 28.8026201158814 10.5309459897647 5.48593702041046 371 407 NA NA 420 NA 49
6951 2 principal 15 68.8807160147663 1.37485723079182 1.33808938875631 0.881990284613713 2.14523148975334 0.737969426555033 0.738960329407075 1.74297117893354 0.611023999420532 33.12682539569 10.1969994393872 5.90832643921646 371 407 448 455 NA 77 NA
6957 3 secondary 5 72.4029453290656 2.63052507671969 2.15890155942169 1.64509215476848 3.02919558630587 0.960831431676352 1.02805549683493 1.90917468564248 0.70828758494425 46.3825039123576 12.6381416852014 6.67909828997694 370 407 469 475 NA 99 NA
6958 3 principal 13 54.2071729847945 1.77435845414829 1.61807291265348 1.05013466745962 2.24981315640035 0.891144607818137 1.33116008892794 1.95700369921758 0.911399563473081 47.3371024918111 13.825770908236 6.47107553600585 370 407 NA 455 NA NA NA
6959 3 principal 14 59.3615506116845 2.76310685194606 2.53726879903258 2.04782239392265 3.06505457278694 1.30518230987822 0.842841908033547 1.74962456609312 0.640646566969583 40.0087387720714 11.3192072393219 6.19714766202544 370 407 461 461 NA 91 NA
6963 1 principal 11 NA NA NA NA NA NA NA NA NA 84.1422650555014 20.7828512963234 7.99534954145939 370 408 447 451 NA 77 NA
6966 1 secondary 9 63.0985179840036 2.657403055848 2.45344589337526 1.84900260303374 3.157386857669 1.07630663399704 1.21658980624625 2.1998432641708 0.800079465106681 20.7655098511599 8.78212359682513 4.83581620932106 370 407 448 462 NA 78 NA
6967 1 principal 24 52.4972552987351 2.96717832142575 2.76880542955506 1.47589620903184 2.85368479264153 0.931004927187576 0.967398561241478 1.73229114533882 0.855022822156409 48.5025366988862 15.0255236004395 6.19928717971406 370 407 447 462 NA 77 NA
6968 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 38.2336201158814 13.9809459897648 5.84193702041046 370 407 491 NA 503 121 133
6970 1 principal 11 67.4903461491647 2.88019915005483 2.71592557329334 1.74695576501248 3.19179637961588 1.06051480040652 0.915534912868597 1.93846987595673 0.726311776701881 23.7502650555014 10.6668512963234 5.21634954145939 370 407 444 450 NA 74 NA
6971 2 principal 11 60.2632055072062 3.08503030626743 2.48863917657321 1.6529893787616 3.38176582420698 1.04456861831471 1.02023305298465 1.94673771143136 0.710285985434523 79.9452802746486 19.8922541150438 7.66303793513809 370 407 448 457 NA 78 NA
6973 3 principal 15 50.5159282385746 2.52560524974382 1.75213135207836 2.00801012038567 3.28104598917353 1.1219700119383 1.29677372713915 2.11449543296867 0.845893570466085 42.9273750523318 12.9776435704077 6.58321978804503 370 408 465 471 NA 95 NA
6974 2 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 41.5970704592397 12.4903018587442 6.61304367158188 370 408 NA NA 503 NA 133
6976 2 principal 12 59.4175831340963 2.34411203739853 1.97200172961899 2.40367710522463 3.17000724059357 1.27085632037479 1.17766487209026 1.9203585783069 0.836032988931025 29.8909165549089 10.7916904461297 5.80611006115768 370 408 468 472 NA 98 NA
6979 2 principal 12 59.4175831340963 1.94236203739852 1.60000172961899 1.11417710522463 2.63925724059357 0.935356320374789 0.873914872090256 1.7706085783069 0.696532988931025 26.8849165549089 11.6706904461297 4.13311006115768 370 407 461 462 NA 91 NA
6984 3 principal 17 57.8246834923546 2.66310204533935 2.6053564581699 1.87188557331173 3.45352882194671 1.12479541605846 1.16163736535037 2.15898716671976 0.733637577459089 47.0006476128526 14.0325162325794 6.93136404008422 370 407 450 461 NA 80 NA
6986 3 principal 23 NA NA NA NA NA NA NA NA NA 33.0754652944148 11.6571342190946 5.11879679620176 370 408 449 461 NA 79 NA
6990 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 34.3506201158814 12.3169459897648 5.78493702041046 370 408 484 NA 503 114 133
6992 2 unknown 14.3417265892009 59.5302270581049 3.10056997009272 2.68269635325114 2.38796374991441 3.6424308541735 1.25432461120186 1.28387718992322 2.11699014357028 0.852227308641439 40.9480704592397 11.0913018587442 6.33104367158188 370 408 457 465 NA 87 NA
6997 3 secondary 4 56.3770342698686 2.97445245481313 2.25170158428282 2.3959136803219 3.51307678246226 1.25769903027331 1.25698153502007 2.12368451863295 0.802066169959093 29.1336112087098 9.73063446986018 5.34227337451409 370 408 485 499 NA 115 NA
7002 1 principal 17 52.4166119105048 2.34943953684141 1.82260089156798 2.10608212379065 2.92149487793541 1.20099101276701 1.36312582750223 2.06119507721 0.840793797680894 55.9270827370636 16.0574692828385 7.02078229757693 370 407 465 476 NA 95 NA
7008 1 principal 12 60.6447237760547 2.86544754785259 2.24562145967245 1.93439349147551 3.19328779600247 1.0928025024666 1.1152167319742 2.00159074283227 0.757558780198383 50.5509013357617 13.1262876274092 7.19042166747898 370 408 486 492 NA 116 NA
7013 1 principal 20 68.8797447911749 2.7114347302347 2.3651885507053 2.38114530317973 3.17221912709517 1.38685411894725 1.15892128481905 1.93555767783664 0.8045348081704 39.5459915778447 14.1067782760961 5.9969986756357 370 408 454 462 NA 84 NA
7014 2 secondary 5 38.7677331052574 2.67661039110102 2.27652626276631 1.80682231899652 3.10288108688567 1.06183084629308 0.909742099102851 1.85590043160735 0.659168013898696 32.7629542557159 12.5014975541809 5.21520494114836 370 408 482 498 NA 112 NA
7025 3 principal 16 56.6703058654646 2.45910364754158 2.16166057179079 2.9681978468487 3.67703740556012 1.46600771399838 1.01845554624476 1.80044963317754 0.768140573962587 38.5190113325922 11.9370799014936 6.23329191406463 370 408 456 463 NA 86 NA
7026 1 unknown 14.3417265892009 60.7573677000633 2.01965548054679 1.68414941663794 0.797930136165284 2.1017114095824 0.682520793293665 0.87892904980717 1.85122230809565 0.681253099908797 39.7230552400925 11.1958990400238 5.97335527790317 370 408 450 462 NA 80 NA
7028 2 principal 18 56.3438488954365 2.77985242418511 2.32317704789363 1.4658034640028 2.5827057389131 1.10208253273528 1.10525578672389 1.98683377956017 0.753515009910038 36.5727342364712 10.7503084326448 6.22754281727523 370 408 447 457 NA 77 NA
7031 2 principal 13 71.5719607609863 2.62469376852962 2.1456976159981 1.64536483168766 3.07624865698016 0.99964402243487 1.16284669119586 2.09122944518245 0.750279992427527 37.1415528351693 12.3451267772155 6.19218218717727 370 408 455 461 NA 85 NA
7036 3 principal 16 59.6703058654646 3.16560364754158 3.04616057179079 3.8999478468487 3.88753740556012 1.76275771399838 1.79745554624476 2.49871629984421 0.954740573962587 83.2710113325922 16.8450799014936 11.8392919140646 370 408 461 468 NA 91 NA
7062 1 principal 12 66.6447237760547 2.80794754785259 2.52712145967245 1.96006015814218 3.2598711293358 1.21221916913327 1.4434667319742 2.10834074283227 0.954058780198383 45.7159013357617 13.6202876274092 7.23142166747898 370 408 447 456 NA 77 NA
7063 1 principal 12 51.6447237760547 2.72436421451926 2.17345479300578 1.31164349147551 2.95578779600247 0.762302502466597 0.975466731974203 2.01184074283227 0.657058780198383 57.5589013357617 14.1842876274092 7.17042166747898 370 407 447 451 NA 77 NA
7067 3 principal 24 70.9053268805849 2.57142416325702 2.03322766282365 1.19644965855292 2.63021873665282 0.759809330479034 1.18016009908961 1.97133323484858 0.813366601934605 37.1981015746752 13.2715705501804 5.75886892222135 370 407 447 461 NA 77 NA
7071 3 principal 17 68.8246834923546 2.42393537867268 2.2613564581699 1.52138557331173 2.81927882194671 1.03729541605846 0.838887365350365 1.80273716671976 0.62488757745909 37.2036476128526 13.7415162325794 5.54536404008422 370 408 454 462 NA 84 NA
7072 2 principal 14 60.7263383878763 2.49785883299405 2.3343935023772 1.69480255815068 2.86524007336675 0.982931724494952 1.17427851030147 2.05085031205799 0.751276995924029 36.1901891154297 11.3335631083014 6.36625431319686 370 408 456 461 NA 86 NA
7077 2 principal 17 53.1894712685464 2.30835402638734 1.44648116151452 0.828615737539768 2.52471432252651 0.729044830675196 1.03557396761829 1.94396291268463 0.781518006413536 49.1130979562108 13.4748721015589 6.95647069125564 370 408 437 447 NA 67 NA
7081 2 principal 15 57.8807160147664 2.45735723079182 1.80308938875631 1.56474028461371 3.02698148975333 0.942719426555033 1.27696032940707 1.93297117893354 0.889523999420532 39.0768253956901 12.4829994393872 5.71132643921646 370 408 440 447 NA 70 NA
7092 2 principal 20 58.6526041492165 2.52684921978063 2.25256882065184 1.44667891692885 2.69443857168627 0.924657936855441 0.943869424935106 1.75932551331127 0.743009016903042 27.3550067969919 11.1841810948165 4.82068706931441 370 407 469 475 NA 99 NA
7102 1 principal 11 49.4903461491647 3.13153248338816 2.47292557329334 2.91845576501248 3.78929637961588 1.38651480040652 1.7477849128686 2.35046987595673 0.99281177670188 29.2712650555014 9.63385129632336 5.50434954145939 370 408 475 478 NA 105 NA
7119 1 principal 18 51.5709895373949 2.56518793463917 1.83879677794709 1.66226985025367 3.063236294322 1.11452871482709 0.97355764660784 1.95581594408554 0.650790801177396 52.897719017324 14.5879056139243 7.02685442359652 370 408 NA 462 NA NA NA
7125 3 principal 13 62.2071729847945 2.81910845414829 2.60973957932014 2.61038466745962 3.31531315640035 1.34164460781814 1.35491008892794 2.66800369921758 0.749399563473081 53.3361024918111 14.038770908236 7.18807553600585 370 407 470 475 NA 100 NA
7126 2 principal 21 59.8069817761065 2.9260976175784 1.80826470703095 3.08236664339188 3.75092998807286 1.47094563891552 1.58205124404071 2.44944638018681 0.915006020399545 30.2076430772523 9.46561742590235 5.401759195334 370 407 475 483 NA 105 NA
7127 2 principal 12 57.4175831340963 2.26336203739853 2.25600172961899 0.97717710522463 2.22975724059357 0.843106320374789 0.936914872090256 1.7983585783069 0.689032988931025 30.6899165549089 10.2076904461297 5.56611006115768 370 407 448 451 NA 78 NA
7130 3 principal 15 67.5159282385746 3.22360524974382 2.51646468541169 3.17526012038567 4.01179598917353 1.3719700119383 1.45027372713915 2.39149543296867 0.792643570466085 46.4953750523318 13.7906435704077 6.45721978804503 370 408 471 479 NA 101 NA
7133 2 principal 13 61.5719607609863 2.68602710186296 2.0436976159981 1.84386483168766 2.84249865698016 1.12689402243487 1.22284669119586 2.19247944518245 0.757279992427527 36.3005528351693 10.5441267772155 5.87718218717727 370 408 458 465 NA 88 NA
7143 2 principal 12 58.4175831340963 2.57761203739852 2.23100172961899 2.12967710522463 3.38050724059357 1.11735632037479 1.22066487209026 2.1536085783069 0.748782988931025 39.6689165549089 13.5926904461297 5.64011006115768 370 408 454 458 NA 84 NA
7158 1 principal 15 64.1078566567248 2.41869274124588 1.84070911880977 1.92720667086459 2.77826204516224 1.21691560864684 1.08976218929102 2.05195334345891 0.721799790687889 46.7868101765429 14.3035966206668 6.63463804553775 370 407 447 448 NA 77 NA
7162 3 principal 14 54.3615506116845 2.36577351861273 2.24326879903258 1.20157239392265 2.48280457278694 0.818432309878219 0.909091908033547 1.73662456609312 0.711646566969583 37.6287387720714 11.3122072393219 6.15014766202544 370 408 456 462 NA 86 NA
7163 3 principal 19 57.1334387461347 2.28459884093487 1.84074823092811 1.78701102623778 2.73926165471988 1.14137082017863 1.44700100356158 2.24172890047085 0.975381584452094 40.8369201733733 10.3353888947511 6.4525082921234 370 408 447 457 NA 77 NA
7164 1 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 56.3340552400925 12.6038990400238 6.77035527790317 370 407 NA NA 503 NA 133
7165 3 principal 12 55.0527953579045 2.74511005635053 2.34537702627437 1.86069694099659 3.26082174001377 1.13660690575806 1.22497826982233 2.18063283234203 0.764902559976579 62.3594662115507 14.0823345771502 7.97000340998626 370 407 454 458 NA 84 NA
7169 3 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 53.5236201158814 13.6969459897647 6.93693702041046 370 408 504 NA 503 134 133
7177 1 principal 12 62.6447237760547 2.27844754785259 1.86812145967245 1.91814349147551 2.99228779600247 1.1578025024666 1.0224667319742 1.91284074283227 0.744308780198383 47.8289013357617 12.2182876274092 6.87442166747898 370 408 450 457 NA 80 NA
7186 1 principal 15 55.1078566567248 2.90619274124588 2.34370911880977 2.37220667086459 3.78326204516223 1.14591560864684 1.23776218929102 2.28570334345891 0.745299790687889 66.3698101765428 15.0815966206668 7.72363804553775 370 407 442 447 NA 72 NA
7207 1 principal 14 53.9534790298348 2.70069434344812 2.30751323243066 1.95001894440156 3.32502062877565 1.15187790658676 0.977580370185416 1.96108247658336 0.718052787191387 47.9111738962825 13.4521602895809 7.05456591951816 370 408 457 463 NA 87 NA
7209 3 principal 12 65.0527953579045 3.18044338968386 2.81437702627437 1.87569694099659 3.49207174001377 1.05785690575806 1.14597826982233 1.99288283234203 0.799902559976579 44.2044662115507 12.6283345771502 6.14200340998626 370 416 454 462 NA 84 NA
7213 1 principal 21 NA NA NA NA NA NA NA NA NA 47.7976278581051 12.1442146071819 6.75207080165529 370 407 450 463 NA 80 NA
7217 3 principal 14 61.3615506116845 2.35877351861273 1.91493546569925 1.02682239392265 2.50030457278694 0.809432309878219 0.860341908033547 1.70337456609312 0.716896566969583 30.8047387720714 11.5592072393219 5.50914766202544 370 408 447 450 NA 77 NA
7218 2 principal 13 56.5719607609863 2.34386043519629 2.0166976159981 1.67461483168766 2.92024865698016 1.09539402243487 1.21984669119586 2.00047944518245 0.856779992427527 46.5965528351693 12.2611267772155 6.84518218717727 370 408 454 461 NA 84 NA
7223 2 principal 13 49.5719607609863 2.75402710186296 2.5261976159981 3.06211483168766 3.71049865698016 1.48089402243487 1.28134669119586 1.91272944518245 0.865029992427527 18.2735528351693 7.37212677721551 4.41118218717728 370 408 469 476 NA 99 NA
7231 3 principal 15 55.5159282385746 3.30060524974382 2.62046468541169 1.88076012038567 3.16179598917353 1.0579700119383 1.34877372713915 2.05374543296867 0.905143570466085 26.8783750523318 9.22064357040772 5.22221978804503 370 408 454 461 NA 84 NA
7236 2 secondary 5 61.7677331052574 2.48577705776769 1.98752626276631 1.51032231899652 2.91763108688567 1.00683084629308 1.04274209910285 1.91490043160735 0.756168013898696 45.8959542557159 14.0764975541809 6.51720494114836 370 408 447 457 NA 77 NA
7244 3 secondary 5.666666667 61.4202193685389 2.84074015799084 2.62561820951301 1.51712780439193 2.79969145553006 0.974753032607921 0.99140480471078 1.88423479698174 0.701801861600928 43.9777657142011 12.6591464953733 6.28431490023712 370 408 448 463 NA 78 NA
7250 2 principal 12 63.4175831340963 2.97186203739852 2.67916839628566 4.26292710522463 3.92775724059357 1.80835632037479 1.40916487209026 2.2306085783069 0.851282988931025 49.6819165549089 10.8626904461297 8.04611006115768 370 408 447 450 NA 77 NA
7255 2 principal 22 61.9613594029966 2.77159601537616 2.44946059341006 1.88855436985491 3.05942140445945 1.1012333409756 1.26848306314632 2.02481724706236 0.865503023896047 36.3062793575127 12.4760537569882 5.59583132135359 370 407 451 461 NA 81 NA
7258 2 principal 17 52.1894712685464 2.17935402638734 1.86998116151452 1.58011573753977 2.58546432252651 1.0577948306752 1.01657396761829 1.71521291268463 0.800018006413536 47.2400979562108 10.9348721015589 6.79347069125564 370 408 454 462 NA 84 NA
7268 1 principal 11 60.4903461491647 2.35753248338816 1.78592557329334 1.38145576501248 2.82904637961588 0.937764800406516 0.836284912868597 1.84796987595673 0.672061776701881 41.1642650555014 13.2998512963234 6.47934954145939 371 407 443 449 NA 72 NA
7273 3 principal 20 59.2878163730247 2.58284723873264 2.19944411730722 2.21794875270081 3.22625307110647 1.29040852223871 1.26718282266718 2.02409976734639 0.838378587948596 44.0385564536337 13.942825225837 6.47558041814299 370 407 448 461 NA 78 NA
7276 1 principal 15 64.1078566567248 2.79194274124588 2.22870911880977 2.55945667086459 3.44801204516224 1.29091560864684 1.40601218929102 2.12070334345891 0.880549790687889 26.2178101765428 9.36159662066677 5.24363804553775 370 408 NA 472 NA NA NA
7280 3 principal 21 53.4421939999148 1.2485956365304 0.788640003686328 1.35788647916384 2.31274448749306 1.03619622429879 0.86811464177279 1.66672063422194 0.716625591445098 57.386192733894 14.5202615569229 7.40265254416258 370 408 454 465 NA 84 NA
7282 2 secondary 4 49.7418220460604 3.26495443586113 2.88032628762744 2.51239384454994 3.48901228304206 1.34319844489005 1.24641813728799 2.18066026459782 0.77269659891354 37.510061552068 12.1019903388397 5.94138002568551 370 407 447 461 NA 77 NA
7287 1 principal 13 50.7991014029447 2.40019594565036 1.35598401271823 1.00133121793854 2.55202921238906 0.793590204526679 0.644398551079809 1.68871160970782 0.540805783694885 42.2265376160221 14.9297239584951 5.70649379349857 370 408 451 462 NA 81 NA
7288 2 principal 15 50.8807160147663 2.34585723079182 2.08908938875631 1.67149028461371 2.71698148975333 1.03196942655503 1.01096032940707 1.77922117893354 0.763273999420532 53.4088253956901 13.1169994393872 7.16032643921646 370 407 458 462 NA 88 NA
7296 2 principal 12 68.4175831340963 2.80736203739853 2.16300172961899 2.41592710522463 3.40675724059357 1.24810632037479 1.46216487209026 2.2223585783069 0.898532988931025 38.7519165549089 12.6496904461297 5.87311006115768 370 NA 454 458 NA 84 NA
7298 2 principal 17 62.1894712685464 2.25485402638734 1.82348116151452 1.19011573753977 2.49521432252651 0.825044830675196 0.843323967618287 1.69471291268463 0.643268006413536 54.6450979562108 14.5248721015589 7.48747069125564 370 407 454 461 NA 84 NA
7305 2 principal 17 57.1894712685464 2.75860402638734 2.52148116151452 2.36503240420644 3.22554765585984 1.35462816400853 0.988323967618287 1.88421291268463 0.705768006413536 41.9620979562108 13.0428721015589 6.37147069125564 370 408 461 468 NA 91 NA
7306 3 principal 23 69.7509492536948 2.85409243212593 2.04003177644454 1.4025119320899 2.82947732026623 0.919521628418953 0.984728279984002 1.92521236797303 0.663369598438103 33.5644652944148 10.7251342190946 5.63379679620176 371 407 477 489 NA 106 NA
7307 1 secondary 1.333333333 51.8998665301516 2.52592962123092 2.03807941731185 1.6527176322842 2.58130936153955 1.00945822324421 1.02577276566636 1.80200198376489 0.810465283553906 33.1849991237817 10.9605682792649 5.71682519082092 370 407 461 465 NA 91 NA
7316 2 principal 15 54.8807160147664 3.33735723079182 3.03808938875631 3.02649028461371 4.06523148975333 1.36721942655503 1.73546032940707 2.38897117893354 0.962773999420532 31.8378253956901 12.4969994393872 5.14232643921646 370 408 468 472 NA 98 NA
7319 3 principal 11 61.8984177310144 2.35686165855277 2.15668113989526 0.989409214533564 2.59908032362718 0.736519203697974 0.765296450716728 1.66826196546649 0.618405556480076 55.4438299312903 14.3698982460643 7.46093128396667 371 408 447 451 NA 76 NA
7320 3 principal 21 64.4421939999148 2.4515956365304 2.33414000368633 1.52713647916384 2.78024448749306 1.24444622429879 1.03936464177279 1.84897063422194 0.763625591445098 23.1241927338941 9.45926155692285 4.31065254416258 370 407 462 475 NA 92 NA
7327 3 principal 13 71.2071729847945 2.67335845414829 1.92257291265347 0.989384667459619 2.54131315640035 0.772644607818137 0.86416008892794 1.72475369921758 0.697399563473081 53.5681024918111 19.272770908236 6.24307553600585 370 407 441 448 NA 71 NA
7328 2 principal 11 63.2632055072062 2.58811363960076 2.17530584323988 0.858489378761602 2.33351582420698 0.771318618314707 0.83573305298465 1.66673771143136 0.743535985434523 49.8012802746486 14.2592541150438 6.72103793513809 370 407 435 443 NA 65 NA
7333 3 principal 13 71.2071729847945 2.76735845414829 2.19507291265347 1.16663466745962 2.91381315640035 0.775644607818137 0.90341008892794 1.89875369921758 0.643899563473081 51.6101024918111 16.309770908236 6.68807553600585 371 408 444 449 NA 73 NA
7337 1 principal 12 67.6447237760547 2.95169754785259 1.25512145967245 1.48889349147551 3.15528779600247 0.900802502466598 1.1357167319742 2.11209074283227 0.828558780198383 34.7859013357617 11.3892876274092 5.79142166747898 371 408 447 451 NA 76 NA
7347 3 principal 11 57.8984177310144 2.41611165855277 2.19768113989526 1.53800921453356 3.00158032362718 0.996819203697974 1.16304645071673 2.24226196546649 0.726655556480077 51.7748299312903 13.7968982460643 7.21893128396667 370 407 444 448 NA 74 NA
7349 1 principal 21 68.034122418065 2.63493312803246 2.15288443708441 1.90658302964276 3.01246054348176 1.17364182100733 1.10935310392466 1.96267854471218 0.761781811666902 53.0976278581051 14.0482146071819 7.24907080165529 370 407 447 457 NA 77 NA
7353 3 principal 21 53.4421939999148 3.5318456365304 2.88814000368633 3.20688647916384 4.15749448749306 1.52094622429879 1.61861464177279 2.34347063422194 0.920625591445098 26.5051927338941 9.52426155692285 4.90565254416258 371 407 465 475 NA 94 NA
7354 1 unknown 14.3417265892009 NA NA NA NA NA NA NA NA NA 32.5210552400925 12.8618990400238 5.75035527790318 370 407 499 NA 503 129 133
7356 2 principal 20 56.6526041492165 2.86934921978063 2.66806882065184 1.90942891692885 3.13843857168627 1.16465793685544 1.18211942493511 2.08307551331127 0.769509016903042 40.9820067969919 12.5321810948165 6.40168706931441 371 407 461 468 NA 90 NA
7372 3 unknown 14.3417265892009 53.1654392819131 2.34731798904473 1.64907164990652 1.40323358568637 2.59874535359369 1.00357519658512 0.961190587655301 1.86576439760541 0.704346879686993 72.3346201158814 15.3609459897647 7.61793702041046 371 407 455 462 NA 84 NA
